REF,PTT,CNT,DE_DATE,TIME,SURF_DUR,DIVE_DUR,MAX_DEP,D1,D2,D3,D4,D5,T1,T2,T3,T4,T5,N_DEPTHS,N_SPEEDS,DEPTH_STR,PROPN_STR,GRP_NUMBER,DS_DATE,START_LAT,START_LON,LAT,LON
ft20-S248-16,162342,1,7/16/17,18:10:44,186,840,24,15,24,14,22,20,1.5,34.9,49.2,60.3,85.7,5,0,"15.0,  24.0,  14.0,  22.0,  20.0","1.5,34.9,49.2,60.3,85.7",28,07/16/2017,39.12149133,13.20616507,39.12107012,13.20541175
ft20-S248-16,162342,1,7/16/17,19:39:40,290,720,16,12,16,9,6,9,3.1,6.3,61.9,65,82.5,5,0,"12.0,  16.0,   9.0,   6.0,   9.0","3.1, 6.3,61.9,65.0,82.5",31,07/16/2017,39.11637281,13.19618652,39.11345309,13.19640501
ft20-S248-16,162342,2,7/16/17,21:07:12,298,480,7,6,7,5,5,5,1.5,6.3,14.2,44.4,82.5,5,0,"6.0,   7.0,   5.0,   5.0,   5.0","1.5, 6.3,14.2,44.4,82.5",3,07/16/2017,39.10926811,13.20021816,39.10886495,13.19953335
ft20-S248-16,162342,1,7/17/17,1:00:16,306,240,7,6,7,7,4,4,3.1,6.3,11.1,28.5,88.8,5,0,"6.0,   7.0,   7.0,   4.0,   4.0","3.1, 6.3,11.1,28.5,88.8",4,07/17/2017,39.0809286,13.17151622,39.08034139,13.170976
ft20-S248-16,162342,1,7/17/17,1:42:44,290,600,14,13,14,11,9,6,3.1,7.9,20.6,82.5,93.6,5,0,"13.0,  14.0,  11.0,   9.0,   6.0","3.1, 7.9,20.6,82.5,93.6",5,07/17/2017,39.07666532,13.16782101,39.07596861,13.1673406
ft20-S248-16,162342,2,7/17/17,4:19:44,298,600,26,16,15,26,15,17,4.7,33.3,50.7,71.4,82.5,5,0,"16.0,  15.0,  26.0,  15.0,  17.0","4.7,33.3,50.7,71.4,82.5",11,07/17/2017,39.0774343,13.1675146,39.07829926,13.16799943
ft20-S248-16,162342,1,7/17/17,6:28:32,108,840,20,15,19,15,20,17,3.1,14.2,65,73,93.6,5,0,"15.0,  19.0,  15.0,  20.0,  17.0","3.1,14.2,65.0,73.0,93.6",15,07/17/2017,39.09070655,13.14145734,39.08992414,13.14136299
ft20-S248-16,162342,1,7/17/17,6:42:20,138,720,20,17,20,16,17,15,3.1,6.3,19,88.8,93.6,5,0,"17.0,  20.0,  16.0,  17.0,  15.0","3.1, 6.3,19.0,88.8,93.6",15,07/17/2017,39.08982354,13.14135086,39.0891529,13.14127
ft20-S248-16,162342,2,7/17/17,7:00:02,226,840,20,17,19,20,14,20,3.1,7.9,28.5,74.6,82.5,5,0,"17.0,  19.0,  20.0,  14.0,  20.0","3.1, 7.9,28.5,74.6,82.5",16,07/17/2017,39.08911056,13.14173863,39.0893667,13.14476158
ft20-S248-16,162342,2,7/17/17,7:19:48,274,960,26,22,18,26,15,20,4.7,15.8,22.2,46,82.5,5,0,"22.0,  18.0,  26.0,  15.0,  20.0","4.7,15.8,22.2,46.0,82.5",16,07/17/2017,39.08943562,13.14557489,39.08972836,13.14902968
ft20-S248-16,162342,1,7/17/17,7:42:28,290,840,35,20,16,28,22,35,4.7,12.6,33.3,76.1,84.1,5,0,"20.0,  16.0,  28.0,  22.0,  35.0","4.7,12.6,33.3,76.1,84.1",17,07/17/2017,39.08988693,13.15090103,39.09014307,13.15392397
ft20-S248-16,162342,1,7/17/17,10:38:54,210,960,37.5,37.5,28,35,37.5,30,9.5,20.6,31.7,73,92,5,0,"37.5,  28.0,  35.0,  37.5,  30.0","9.5,20.6,31.7,73.0,92.0",23,07/17/2017,39.09178074,13.15243662,39.09150581,13.15317059
ft20-S248-16,162342,1,7/17/17,10:52:24,64,600,37.5,35,37.5,32.5,22,13,11.1,34.9,68.2,76.1,93.6,5,0,"35.0,  37.5,  32.5,  22.0,  13.0","11.1,34.9,68.2,76.1,93.6",23,07/17/2017,39.09144567,13.15333114,39.09127384,13.15378987
ft20-S248-16,162342,1,7/17/17,11:38:48,298,420,37.5,35,37.5,32.5,37.5,22,17.4,25.3,33.3,68.2,85.7,5,0,"35.0,  37.5,  32.5,  37.5,  22.0","17.4,25.3,33.3,68.2,85.7",25,07/17/2017,39.09059682,13.15559726,39.09047654,13.15591837
ft20-S248-16,162342,1,7/17/17,13:43:32,282,840,37.5,30,35,32.5,37.5,30,6.3,11.1,50.7,66.6,84.1,5,0,"30.0,  35.0,  32.5,  37.5,  30.0","6.3,11.1,50.7,66.6,84.1",27,07/17/2017,39.0885738,13.16099803,39.08833324,13.16164025
ft20-S248-16,162342,1,7/17/17,20:08:44,290,720,13,11,13,10,9,7,1.5,4.7,12.6,85.7,95.2,5,0,"11.0,  13.0,  10.0,   9.0,   7.0","1.5, 4.7,12.6,85.7,95.2",9,07/17/2017,39.09273228,13.1921315,39.09270451,13.19231946
ft20-S248-16,162342,1,7/17/17,22:37:52,290,540,7,7,7,6,7,5,3.1,7.9,14.2,42.8,82.5,5,0,"7.0,   7.0,   6.0,   7.0,   5.0","3.1, 7.9,14.2,42.8,82.5",19,07/17/2017,39.08980351,13.19198996,39.0894335,13.19192275
ft20-S248-16,162342,1,7/17/17,23:18:36,290,360,6,6,6,5,5,4,4.7,6.3,15.8,38,55.5,5,0,"6.0,   6.0,   5.0,   5.0,   4.0","4.7, 6.3,15.8,38.0,55.5",22,07/17/2017,39.08800557,13.19166333,39.0877589,13.19161852
ft20-S248-16,162342,1,7/18/17,1:18:12,290,420,8,6,7,8,6,5,3.1,9.5,14.2,19,31.7,5,0,"6.0,   7.0,   8.0,   6.0,   5.0","3.1, 9.5,14.2,19.0,31.7",30,07/18/2017,39.08312975,13.19077754,39.08284197,13.19072526
ft20-S248-16,162342,1,7/18/17,4:29:20,282,840,20,20,20,17,15,19,3.1,14.2,20.6,84.1,88.8,5,0,"20.0,  20.0,  17.0,  15.0,  19.0","3.1,14.2,20.6,84.1,88.8",5,07/18/2017,39.08628914,13.17212973,39.08747284,13.16919305
ft20-S248-16,162342,1,7/18/17,10:52:44,16,1080,35,35,35,35,30,35,6.3,9.5,50.7,65,88.8,5,0,"35.0,  35.0,  35.0,  30.0,  35.0","6.3, 9.5,50.7,65.0,88.8",11,07/18/2017,39.10270572,13.16259496,39.10243471,13.16772019
ft20-S248-16,162342,1,7/18/17,13:36:12,16,840,40,35,40,40,30,35,9.5,58.7,66.6,71.4,85.7,5,0,"35.0,  40.0,  40.0,  30.0,  35.0","9.5,58.7,66.6,71.4,85.7",14,07/18/2017,39.09680189,13.19407193,39.0956719,13.19365394
ft20-S248-16,162342,1,7/18/17,14:30:32,20,960,37.5,32.5,37.5,30,28,35,6.3,12.6,42.8,76.1,80.9,5,0,"32.5,  37.5,  30.0,  28.0,  35.0","6.3,12.6,42.8,76.1,80.9",16,07/18/2017,39.09295989,13.19301503,39.09257848,13.19374167
ft20-S248-16,162342,1,7/18/17,18:03:24,124,1080,30,22,18,30,19,26,3.1,28.5,55.5,63.4,85.7,5,0,"22.0,  18.0,  30.0,  19.0,  26.0","3.1,28.5,55.5,63.4,85.7",22,07/18/2017,39.08884019,13.20225138,39.08931981,13.20331528
ft20-S248-16,162342,1,7/18/17,18:21:28,210,960,35,26,35,18,26,26,6.3,19,30.1,34.9,63.4,5,0,"26.0,  35.0,  18.0,  26.0,  26.0","6.3,19.0,30.1,34.9,63.4",22,07/18/2017,39.08937488,13.20343743,39.0898012,13.20438312
ft20-S248-16,162342,1,7/18/17,18:47:26,130,1200,30,18,28,30,17,20,1.5,9.5,23.8,33.3,77.7,5,0,"18.0,  28.0,  30.0,  17.0,  20.0","1.5, 9.5,23.8,33.3,77.7",23,07/18/2017,39.08996019,13.20473578,39.09049309,13.20591789
ft20-S248-16,162342,1,7/18/17,19:03:36,298,840,18,18,18,15,9,14,4.7,11.1,55.5,63.4,85.7,5,0,"18.0,  18.0,  15.0,   9.0,  14.0","4.7,11.1,55.5,63.4,85.7",23,07/18/2017,39.09055082,13.20604595,39.09092386,13.20687343
ft20-S248-16,162342,1,7/18/17,19:28:24,290,1080,20,17,20,15,17,13,3.1,7.9,36.5,44.4,87.3,5,0,"17.0,  20.0,  15.0,  17.0,  13.0","3.1, 7.9,36.5,44.4,87.3",24,07/18/2017,39.09110505,13.20727535,39.09158466,13.20833924
ft20-S248-16,162342,1,7/18/17,19:57:16,290,840,12,11,12,9,7,6,1.5,4.7,11.1,88.8,95.2,5,0,"11.0,  12.0,   9.0,   7.0,   6.0","1.5, 4.7,11.1,88.8,95.2",25,07/18/2017,39.09184779,13.20900575,39.09181009,13.20917792
ft20-S248-16,162342,1,7/18/17,20:33:28,298,600,7,6,7,6,5,4,1.5,4.7,11.1,46,92,5,0,"6.0,   7.0,   6.0,   5.0,   4.0","1.5, 4.7,11.1,46.0,92.0",27,07/18/2017,39.09173953,13.20950013,39.0917126,13.20962311
ft20-S248-16,162342,1,7/18/17,21:26:52,298,480,6,5,6,5,4,4,3.1,7.9,12.6,19,63.4,5,0,"5.0,   6.0,   5.0,   4.0,   4.0","3.1, 7.9,12.6,19.0,63.4",29,07/18/2017,39.09159034,13.21018144,39.0915688,13.21027983
ft20-S248-16,162342,1,7/19/17,5:13:00,282,960,22,19,18,22,15,19,3.1,28.5,33.3,80.9,87.3,5,0,"19.0,  18.0,  22.0,  15.0,  19.0","3.1,28.5,33.3,80.9,87.3",1,07/19/2017,39.13179986,13.22354045,39.13183456,13.22515478
ft20-S248-16,162342,1,7/19/17,5:38:58,202,1080,22,17,20,16,22,18,1.5,4.7,68.2,71.4,93.6,5,0,"17.0,  20.0,  16.0,  22.0,  18.0","1.5, 4.7,68.2,71.4,93.6",2,07/19/2017,39.13185184,13.22595859,39.13189088,13.22777471
ft20-S248-16,162342,1,7/19/17,5:58:20,226,960,19,17,16,19,14,17,3.1,66.6,76.1,82.5,92,5,0,"17.0,  16.0,  19.0,  14.0,  17.0","3.1,66.6,76.1,82.5,92.0",2,07/19/2017,39.13189818,13.22811439,39.13193288,13.22972873
ft20-S248-16,162342,1,7/19/17,6:23:18,234,1080,18,17,15,18,13,17,1.5,25.3,61.9,90.4,93.6,5,0,"17.0,  15.0,  18.0,  13.0,  17.0","1.5,25.3,61.9,90.4,93.6",3,07/19/2017,39.13154138,13.23049979,39.1295934,13.232649
ft20-S248-16,162342,1,7/19/17,6:43:12,218,960,20,16,20,15,16,11,3.1,12.6,22.2,88.8,95.2,5,0,"16.0,  20.0,  15.0,  16.0,  11.0","3.1,12.6,22.2,88.8,95.2",3,07/19/2017,39.12917134,13.23311467,39.1274398,13.23502508
ft20-S248-16,162342,1,7/19/17,7:00:12,290,720,19,13,17,15,19,17,3.1,7.9,39.6,46,85.7,5,0,"13.0,  17.0,  15.0,  19.0,  17.0","3.1, 7.9,39.6,46.0,85.7",4,07/19/2017,39.12689869,13.23562208,39.12560004,13.23705489
ft20-S248-16,162342,1,7/19/17,8:40:56,24,960,26,26,17,22,15,14,6.3,17.4,31.7,38,87.3,5,0,"26.0,  17.0,  22.0,  15.0,  14.0","6.3,17.4,31.7,38.0,87.3",8,07/19/2017,39.12784977,13.24615924,39.12613884,13.241922
ft20-S248-16,162342,1,7/19/17,17:51:34,218,840,24,22,24,22,17,24,3.1,7.9,58.7,80.9,87.3,5,0,"22.0,  24.0,  22.0,  17.0,  24.0","3.1, 7.9,58.7,80.9,87.3",11,07/19/2017,39.12141912,13.19425732,39.12550118,13.19596154
ft20-S248-16,162342,1,7/19/17,18:17:12,210,1320,28,20,28,19,14,20,1.5,11.1,22.2,90.4,93.6,5,0,"20.0,  28.0,  19.0,  14.0,  20.0","1.5,11.1,22.2,90.4,93.6",11,07/19/2017,39.12656058,13.19640383,39.13297525,13.19908189
ft20-S248-16,162342,1,7/20/17,7:14:26,170,1440,26,19,20,26,17,20,1.5,7.9,65,69.8,93.6,5,0,"19.0,  20.0,  26.0,  17.0,  20.0","1.5, 7.9,65.0,69.8,93.6",23,07/20/2017,39.12943066,13.27196336,39.13027302,13.27176838
ft20-S248-16,162342,1,7/20/17,7:31:16,20,840,30,19,19,24,16,30,4.7,22.2,26.9,66.6,82.5,5,0,"19.0,  19.0,  24.0,  16.0,  30.0","4.7,22.2,26.9,66.6,82.5",23,07/20/2017,39.13037246,13.27174536,39.13086384,13.27163161
ft20-S248-16,162342,2,7/24/17,8:05:24,258,1560,26,18,14,26,15,22,7.9,50.7,53.9,60.3,80.9,5,0,"18.0,  14.0,  26.0,  15.0,  22.0","7.9,50.7,53.9,60.3,80.9",30,07/24/2017,39.29662973,13.69360023,39.3022625,13.6927726
ft20-S248-16,162342,1,7/24/17,8:57:20,16,1200,100,95,100,80,100,80,19,39.6,53.9,71.4,80.9,5,0,"95.0, 100.0,  80.0, 100.0,  80.0","19.0,39.6,53.9,71.4,80.9",0,07/24/2017,39.30918071,13.69175611,39.3135051,13.69112572
ft20-S248-16,162342,1,7/24/17,9:27:04,20,1080,95,70,85,95,77.5,26,12.6,20.6,60.3,80.9,88.8,5,0,"70.0,  85.0,  95.0,  77.5,  26.0","12.6,20.6,60.3,80.9,88.8",1,07/24/2017,39.31005791,13.69515537,39.3047696,13.70133722
ft20-S248-16,162342,1,7/25/17,5:56:22,218,1080,95,75,70,95,80,80,14.2,20.6,33.3,39.6,82.5,5,0,"75.0,  70.0,  95.0,  80.0,  80.0","14.2,20.6,33.3,39.6,82.5",21,07/25/2017,39.32876705,13.81546617,39.33173421,13.81916309
ft20-S248-16,162342,1,7/25/17,6:18:00,12,1080,90,67.5,85,90,72.5,24,11.1,17.4,53.9,79.3,88.8,5,0,"67.5,  85.0,  90.0,  72.5,  24.0","11.1,17.4,53.9,79.3,88.8",21,07/25/2017,39.33233313,13.81990932,39.33530029,13.82360623
ft20-S250-16,162343,11,6/9/17,9:19:28,306,140,26,9,24,26,24,22,15.8,47.6,58.7,66.6,71.4,5,0,"9.0,  24.0,  26.0,  24.0,  22.0","15.8,47.6,58.7,66.6,71.4",0,06/09/2017,,,,
ft20-S250-16,162343,4,6/11/17,12:48:20,290,600,70,35,55,70,65,24,9.5,17.4,31.7,41.2,71.4,5,0,"35.0,  55.0,  70.0,  65.0,  24.0","9.5,17.4,31.7,41.2,71.4",1,06/11/2017,38.22768159,13.57258941,38.2233713,13.57247568
ft20-S250-16,162343,3,6/11/17,17:49:20,306,180,20,17,20,18,13,13,12.6,22.2,39.6,53.9,69.8,5,0,"17.0,  20.0,  18.0,  13.0,  13.0","12.6,22.2,39.6,53.9,69.8",2,06/11/2017,38.16802641,13.5792993,38.16731302,13.57921319
ft20-S250-16,162343,5,6/11/17,20:41:16,298,300,52.5,28,40,50,52.5,26,14.2,23.8,31.7,34.9,74.6,5,0,"28.0,  40.0,  50.0,  52.5,  26.0","14.2,23.8,31.7,34.9,74.6",3,06/11/2017,38.13582843,13.53943498,38.13468035,13.53883749
ft20-S250-16,162343,11,6/11/17,22:16:52,298,100,18,8,16,18,17,8,7.9,26.9,34.9,42.8,74.6,5,0,"8.0,  16.0,  18.0,  17.0,   8.0","7.9,26.9,34.9,42.8,74.6",4,06/11/2017,38.11385625,13.52328995,38.11348817,13.52300595
ft20-S250-16,162343,5,6/12/17,15:10:40,306,60,11,10,10,10,11,10,20.6,25.3,46,61.9,77.7,5,0,"10.0,  10.0,  10.0,  11.0,  10.0","20.6,25.3,46.0,61.9,77.7",5,06/12/2017,38.04706849,13.81158646,38.04695638,13.81193551
ft20-S250-16,162343,1,6/13/17,18:47:44,84,420,18,15,13,18,7,15,36.5,42.8,47.6,63.4,85.7,5,0,"15.0,  13.0,  18.0,   7.0,  15.0","36.5,42.8,47.6,63.4,85.7",6,06/13/2017,38.44293826,13.61365124,38.44727711,13.60695207
ft20-S250-16,162343,1,6/13/17,19:03:08,298,840,16,14,4,14,7,16,6.3,20.6,28.5,39.6,69.8,5,0,"14.0,   4.0,  14.0,   7.0,  16.0","6.3,20.6,28.5,39.6,69.8",6,06/13/2017,38.44790429,13.60620463,38.45209094,13.60386444
ft20-S250-16,162343,1,6/14/17,3:56:04,298,360,18,11,10,17,18,9,4.7,17.4,23.8,30.1,52.3,5,0,"11.0,  10.0,  17.0,  18.0,   9.0","4.7,17.4,23.8,30.1,52.3",7,06/14/2017,38.51285874,13.56873461,38.51456546,13.56434274
ft20-S250-16,162343,1,6/14/17,4:14:50,282,140,13,11,11,13,10,8,11.1,25.3,39.6,82.5,90.4,5,0,"11.0,  11.0,  13.0,  10.0,   8.0","11.1,25.3,39.6,82.5,90.4",8,06/14/2017,38.51923996,13.5523139,38.51990369,13.55060595
ft20-S250-16,162343,1,6/14/17,4:20:52,60,80,8,7,8,8,7,4,9.5,19,23.8,34.9,58.7,5,0,"7.0,   8.0,   8.0,   7.0,   4.0","9.5,19.0,23.8,34.9,58.7",8,06/14/2017,38.52026978,13.54863116,38.52013808,13.54842651
ft20-S250-16,162343,2,6/14/17,4:24:32,56,160,9,7,5,4,8,9,11.1,23.8,46,63.4,87.3,5,0,"7.0,   5.0,   4.0,   8.0,   9.0","11.1,23.8,46.0,63.4,87.3",9,06/14/2017,38.52003931,13.54827302,38.51977592,13.54786372
ft20-S250-16,162343,2,6/14/17,4:27:08,298,100,6,4,4,5,6,6,14.2,28.5,39.6,53.9,58.7,5,0,"4.0,   4.0,   5.0,   6.0,   6.0","14.2,28.5,39.6,53.9,58.7",9,06/14/2017,38.51968373,13.54772047,38.51951911,13.54746465
ft20-S250-16,162343,1,6/14/17,4:44:20,298,720,35,9,19,17,35,26,14.2,19,46,68.2,82.5,5,0,"9.0,  19.0,  17.0,  35.0,  26.0","14.2,19.0,46.0,68.2,82.5",10,06/14/2017,38.5190055,13.54666651,38.51782024,13.54482465
ft20-S250-16,162343,2,6/14/17,4:54:52,306,160,9,9,9,7,5,8,6.3,14.2,23.8,46,73,5,0,"9.0,   9.0,   7.0,   5.0,   8.0","6.3,14.2,23.8,46.0,73.0",11,06/14/2017,38.51704323,13.54361721,38.51677984,13.54320791
ft20-S250-16,162343,2,6/14/17,6:56:16,12,600,14,9,14,7,12,12,3.1,36.5,46,58.7,93.6,5,0,"9.0,  14.0,   7.0,  12.0,  12.0","3.1,36.5,46.0,58.7,93.6",13,06/14/2017,38.52106105,13.52160368,38.52224486,13.52118546
ft20-S250-16,162343,2,6/14/17,6:57:28,162,60,12,5,10,12,11,6,9.5,31.7,42.8,53.9,76.1,5,0,"5.0,  10.0,  12.0,  11.0,   6.0","9.5,31.7,42.8,53.9,76.1",13,06/14/2017,38.52226853,13.5211771,38.52238691,13.52113528
ft20-S250-16,162343,2,6/14/17,7:20:24,298,1200,17,15,8,17,7,13,3.1,25.3,55.5,66.6,80.9,5,0,"15.0,   8.0,  17.0,   7.0,  13.0","3.1,25.3,55.5,66.6,80.9",14,06/14/2017,38.52272524,13.52095522,38.52493527,13.51910622
ft20-S250-16,162343,1,6/14/17,9:47:12,80,120,10,10,8,5,6,6,46,55.5,66.6,87.3,90.4,5,0,"10.0,   8.0,   5.0,   6.0,   6.0","46.0,55.5,66.6,87.3,90.4",15,06/14/2017,38.54093596,13.50571944,38.54115696,13.50553454
ft20-S250-16,162343,1,6/14/17,9:50:32,298,120,18,13,18,18,11,7,17.4,38,41.2,60.3,71.4,5,0,"13.0,  18.0,  18.0,  11.0,   7.0","17.4,38.0,41.2,60.3,71.4",15,06/14/2017,38.5413043,13.50541128,38.5415253,13.50522638
ft20-S250-16,162343,4,6/14/17,11:23:56,306,60,5,4,5,5,5,4,4.7,17.4,36.5,61.9,87.3,5,0,"4.0,   5.0,   5.0,   5.0,   4.0","4.7,17.4,36.5,61.9,87.3",16,06/14/2017,38.55173568,13.49668399,38.55184618,13.49659154
ft20-S250-16,162343,1,6/14/17,16:24:24,306,80,8,6,7,7,8,6,3.1,7.9,11.1,20.6,44.4,5,0,"6.0,   7.0,   7.0,   8.0,   6.0","3.1, 7.9,11.1,20.6,44.4",17,06/14/2017,38.57117251,13.42424453,38.57092017,13.42382969
ft20-S250-16,162343,2,6/14/17,16:45:38,138,50,9,7,9,9,9,6,22.2,38,52.3,60.3,76.1,5,0,"7.0,   9.0,   9.0,   9.0,   6.0","22.2,38.0,52.3,60.3,76.1",18,06/14/2017,38.57615016,13.39805017,38.57645484,13.39680247
ft20-S250-16,162343,2,6/14/17,16:59:56,186,720,67.5,45,42.5,60,67.5,65,22.2,28.5,38,60.3,80.9,5,0,"45.0,  42.5,  60.0,  67.5,  65.0","22.2,28.5,38.0,60.3,80.9",18,06/14/2017,38.57649558,13.39535133,38.57394161,13.39466888
ft20-S250-16,162343,1,6/15/17,1:16:32,84,240,5,5,4,4,5,5,7.9,31.7,57.1,66.6,87.3,5,0,"5.0,   4.0,   4.0,   5.0,   5.0","7.9,31.7,57.1,66.6,87.3",21,06/15/2017,38.6094516,13.39620069,38.60949389,13.39617405
ft20-S250-16,162343,1,6/15/17,1:24:56,12,420,6,5,5,6,4,5,12.6,44.4,50.7,58.7,85.7,5,0,"5.0,   5.0,   6.0,   4.0,   5.0","12.6,44.4,50.7,58.7,85.7",21,06/15/2017,38.6095087,13.39616472,38.60958271,13.39611809
ft20-S250-16,162343,1,6/15/17,1:25:50,202,30,4,4,4,4,4,4,23.8,36.5,49.2,61.9,74.6,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","23.8,36.5,49.2,61.9,74.6",22,06/15/2017,38.60958694,13.39611542,38.60959223,13.39611209
ft20-S250-16,162343,1,6/15/17,1:35:12,44,360,5,5,4,5,4,5,4.7,7.9,63.4,71.4,85.7,5,0,"5.0,   4.0,   5.0,   4.0,   5.0","4.7, 7.9,63.4,71.4,85.7",22,06/15/2017,38.60962783,13.39608967,38.60969128,13.3960497
ft20-S250-16,162343,1,6/15/17,1:42:38,226,360,7,4,7,6,4,4,20.6,41.2,58.7,71.4,88.8,5,0,"4.0,   7.0,   6.0,   4.0,   4.0","20.6,41.2,58.7,71.4,88.8",23,06/15/2017,38.60970643,13.39604015,38.60976988,13.39600018
ft20-S250-16,162343,1,6/15/17,1:58:24,298,720,7,7,7,4,6,6,3.1,33.3,34.9,44.4,80.9,5,0,"7.0,   7.0,   4.0,   6.0,   6.0","3.1,33.3,34.9,44.4,80.9",23,06/15/2017,38.60980971,13.39597509,38.60993659,13.39589515
ft20-S250-16,162343,1,6/15/17,4:22:42,138,60,9,7,9,9,8,7,11.1,23.8,36.5,49.2,61.9,5,0,"7.0,   9.0,   9.0,   8.0,   7.0","11.1,23.8,36.5,49.2,61.9",24,06/15/2017,38.60841722,13.39260072,38.60834988,13.39253399
ft20-S250-16,162343,1,6/15/17,4:41:00,170,960,50,30,50,40,45,26,14.2,47.6,57.1,76.1,84.1,5,0,"30.0,  50.0,  40.0,  45.0,  26.0","14.2,47.6,57.1,76.1,84.1",24,06/15/2017,38.60819501,13.3923805,38.60711761,13.39131276
ft20-S250-16,162343,3,6/15/17,5:02:20,24,1080,60,32.5,30,57.5,60,24,12.6,25.3,46,63.4,82.5,5,0,"32.5,  30.0,  57.5,  60.0,  24.0","12.6,25.3,46.0,63.4,82.5",25,06/15/2017,38.60689316,13.39109032,38.60568109,13.38988911
ft20-S250-16,162343,1,6/15/17,5:45:54,306,30,6,5,6,6,6,5,11.1,23.8,36.5,49.2,61.9,5,0,"5.0,   6.0,   6.0,   6.0,   5.0","11.1,23.8,36.5,49.2,61.9",26,06/15/2017,38.60336401,13.39274849,38.60333766,13.39278718
ft20-S250-16,162343,3,6/15/17,6:36:58,146,360,14,8,8,14,5,8,4.7,26.9,34.9,73,92,5,0,"8.0,   8.0,  14.0,   5.0,   8.0","4.7,26.9,34.9,73.0,92.0",27,06/15/2017,38.60057786,13.38628159,38.60020775,13.38534609
ft20-S250-16,162343,3,6/15/17,6:40:14,178,50,10,8,10,10,10,9,20.6,26.9,34.9,41.2,55.5,5,0,"8.0,  10.0,  10.0,  10.0,   9.0","20.6,26.9,34.9,41.2,55.5",27,06/15/2017,38.60005765,13.3849667,38.60000625,13.38483677
ft20-S250-16,162343,3,6/15/17,7:10:48,298,540,22,14,22,9,8,15,6.3,39.6,50.7,74.6,84.1,5,0,"14.0,  22.0,   9.0,   8.0,  15.0","6.3,39.6,50.7,74.6,84.1",29,06/15/2017,38.59867593,13.38147418,38.59812077,13.38007093
ft20-S250-16,162343,2,6/15/17,14:30:24,290,1080,75,62.5,75,62.5,67.5,55,11.1,44.4,60.3,80.9,87.3,5,0,"62.5,  75.0,  62.5,  67.5,  55.0","11.1,44.4,60.3,80.9,87.3",30,06/15/2017,38.58670496,13.30440618,38.587509,13.30220714
ft20-S250-16,162343,2,6/15/17,16:26:08,298,960,67.5,55,67.5,50,32.5,42.5,11.1,34.9,66.6,80.9,84.1,5,0,"55.0,  67.5,  50.0,  32.5,  42.5","11.1,34.9,66.6,80.9,84.1",31,06/15/2017,38.59127846,13.29560685,38.59171383,13.29592747
ft20-S250-16,162343,1,6/16/17,1:08:20,306,360,4,4,4,4,4,4,11.1,23.8,50.7,80.9,87.3,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","11.1,23.8,50.7,80.9,87.3",0,06/16/2017,38.61673325,13.32489571,38.61679819,13.32541
ft20-S250-16,162343,1,6/16/17,1:42:44,298,720,5,5,4,5,4,5,6.3,15.8,52.3,53.9,84.1,5,0,"5.0,   4.0,   5.0,   4.0,   5.0","6.3,15.8,52.3,53.9,84.1",1,06/16/2017,38.61704065,13.32733,38.61717054,13.32835857
ft20-S250-16,162343,1,6/16/17,6:35:48,20,1320,72.5,57.5,72.5,52.5,67.5,60,6.3,15.8,44.4,55.5,77.7,5,0,"57.5,  72.5,  52.5,  67.5,  60.0","6.3,15.8,44.4,55.5,77.7",3,06/16/2017,38.58752586,13.33552634,38.58553629,13.33398895
ft20-S250-16,162343,2,6/16/17,11:31:30,266,1440,90,52.5,90,85,55,55,6.3,26.9,41.2,66.6,90.4,5,0,"52.5,  90.0,  85.0,  55.0,  55.0","6.3,26.9,41.2,66.6,90.4",4,06/16/2017,38.57589129,13.29990977,38.57278429,13.29977079
ft20-S250-16,162343,2,6/16/17,11:59:56,16,1440,72.5,60,55,72.5,55,57.5,7.9,17.4,25.3,49.2,84.1,5,0,"60.0,  55.0,  72.5,  55.0,  57.5","7.9,17.4,25.3,49.2,84.1",4,06/16/2017,38.57221035,13.29974512,38.56910335,13.29960613
ft20-S250-16,162343,2,6/16/17,13:37:56,4,1200,72.5,52.5,62.5,57.5,72.5,52.5,7.9,11.1,19,57.1,87.3,5,0,"52.5,  62.5,  57.5,  72.5,  52.5","7.9,11.1,19.0,57.1,87.3",5,06/16/2017,38.55900559,13.29915445,38.55641642,13.29903863
ft20-S250-16,162343,1,6/17/17,2:51:56,290,300,4,4,4,4,4,4,7.9,12.6,66.6,76.1,80.9,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","7.9,12.6,66.6,76.1,80.9",14,06/17/2017,38.54263832,13.33721555,38.54268539,13.33736121
ft20-S250-16,162343,1,6/17/17,3:41:48,298,720,70,26,70,70,67.5,16,15.8,33.3,66.6,74.6,92,5,0,"26.0,  70.0,  70.0,  67.5,  16.0","15.8,33.3,66.6,74.6,92.0",15,06/17/2017,38.54304186,13.33846438,38.54315482,13.33881398
ft20-S250-16,162343,1,6/17/17,5:50:12,290,840,75,55,67.5,75,57.5,22,12.6,25.3,57.1,76.1,87.3,5,0,"55.0,  67.5,  75.0,  57.5,  22.0","12.6,25.3,57.1,76.1,87.3",18,06/17/2017,38.53902095,13.32292075,38.53699631,13.32084085
