REF,PTT,CNT,DE_DATE,TIME,SURF_DUR,DIVE_DUR,MAX_DEP,D1,D2,D3,D4,D5,T1,T2,T3,T4,T5,N_DEPTHS,N_SPEEDS,DEPTH_STR,PROPN_STR,GRP_NUMBER,DS_DATE,START_LAT,START_LON,LAT,LON
ft20-S248-16,162342,1,7/5/17,8:47:08,24,720,77.5,70,77.5,62.5,32.5,18,22.2,38,47.6,55.5,65,5,0,"70.0,  77.5,  62.5,  32.5,  18.0","22.2,38.0,47.6,55.5,65.0",18,07/05/2017,39.09603643,13.44718808,39.10781895,13.46833759
ft20-S248-16,162342,1,7/5/17,11:48:14,210,120,10,9,10,9,4,7,12.6,15.8,41.2,66.6,85.7,5,0,"9.0,  10.0,   9.0,   4.0,   7.0","12.6,15.8,41.2,66.6,85.7",20,07/05/2017,39.10455349,13.4759058,39.10449062,13.4759449
ft20-S248-16,162342,1,7/5/17,11:54:24,282,160,26,20,24,26,9,6,19,25.3,33.3,61.9,88.8,5,0,"20.0,  24.0,  26.0,   9.0,   6.0","19.0,25.3,33.3,61.9,88.8",20,07/05/2017,39.1043806,13.47601333,39.10429678,13.47606546
ft20-S248-16,162342,1,7/5/17,12:33:28,16,840,80,42.5,72.5,80,67.5,37.5,7.9,20.6,63.4,71.4,79.3,5,0,"42.5,  72.5,  80.0,  67.5,  37.5","7.9,20.6,63.4,71.4,79.3",22,07/05/2017,39.10350883,13.47655551,39.10306875,13.47682922
ft20-S248-16,162342,1,7/5/17,22:23:16,290,600,10,9,10,7,6,5,3.1,7.9,22.2,60.3,71.4,5,0,"9.0,  10.0,   7.0,   6.0,   5.0","3.1, 7.9,22.2,60.3,71.4",5,07/05/2017,39.1138506,13.45251533,39.11450302,13.45111436
ft20-S248-16,162342,1,7/6/17,5:00:32,108,30,8,7,8,8,7,6,20.6,42.8,53.9,65,76.1,5,0,"7.0,   8.0,   8.0,   7.0,   6.0","20.6,42.8,53.9,65.0,76.1",19,07/06/2017,39.17312086,13.45118395,39.17319514,13.45123066
ft20-S248-16,162342,1,7/6/17,5:20:20,274,1080,35,20,35,19,20,16,1.5,14.2,26.9,63.4,88.8,5,0,"20.0,  35.0,  19.0,  20.0,  16.0","1.5,14.2,26.9,63.4,88.8",19,07/06/2017,39.17346484,13.4513593,39.17616312,13.45262247
ft20-S248-16,162342,1,7/6/17,5:45:06,274,1080,85,57.5,85,67.5,70,57.5,12.6,46,58.7,68.2,80.9,5,0,"57.5,  85.0,  67.5,  70.0,  57.5","12.6,46.0,58.7,68.2,80.9",20,07/06/2017,39.17717747,13.45309733,39.17987575,13.4543605
ft20-S248-16,162342,1,7/6/17,6:15:40,178,1560,72.5,37.5,70,60,72.5,16,6.3,26.9,47.6,63.4,79.3,5,0,"37.5,  70.0,  60.0,  72.5,  16.0","6.3,26.9,47.6,63.4,79.3",20,07/06/2017,39.18056032,13.45468097,39.18445783,13.45650555
ft20-S248-16,162342,1,7/6/17,10:24:08,12,1320,42.5,32.5,35,26,42.5,32.5,3.1,7.9,47.6,53.9,92,5,0,"32.5,  35.0,  26.0,  42.5,  32.5","3.1, 7.9,47.6,53.9,92.0",25,07/06/2017,39.14605828,13.47338477,39.14727546,13.4729871
ft20-S248-16,162342,1,7/6/17,11:21:56,20,1320,37.5,37.5,37.5,30,35,30,4.7,22.2,34.9,85.7,90.4,5,0,"37.5,  37.5,  30.0,  35.0,  30.0","4.7,22.2,34.9,85.7,90.4",27,07/06/2017,39.14891846,13.4729543,39.14879307,13.47499908
ft20-S248-16,162342,1,7/6/17,11:54:48,20,1440,37.5,37.5,37.5,30,37.5,30,4.7,25.3,38,58.7,90.4,5,0,"37.5,  37.5,  30.0,  37.5,  30.0","4.7,25.3,38.0,58.7,90.4",28,07/06/2017,39.14874253,13.47582319,39.14860573,13.47805387
ft20-S248-16,162342,1,7/6/17,12:26:16,16,1320,90,32.5,35,85,90,65,4.7,46,63.4,71.4,85.7,5,0,"32.5,  35.0,  85.0,  90.0,  65.0","4.7,46.0,63.4,71.4,85.7",29,07/06/2017,39.14855177,13.47893375,39.14842638,13.48097854
ft20-S248-16,162342,1,7/6/17,13:24:00,12,960,95,67.5,65,95,75,26,14.2,28.5,61.9,80.9,90.4,5,0,"67.5,  65.0,  95.0,  75.0,  26.0","14.2,28.5,61.9,80.9,90.4",30,07/06/2017,39.14822771,13.48461916,39.14844757,13.48421576
ft20-S248-16,162342,1,7/6/17,19:06:18,154,1080,20,20,20,13,19,14,3.1,23.8,31.7,38,92,5,0,"20.0,  20.0,  13.0,  19.0,  14.0","3.1,23.8,31.7,38.0,92.0",7,07/06/2017,39.15614277,13.47286779,39.15666951,13.47171015
ft20-S248-16,162342,1,7/6/17,19:24:52,282,960,17,15,17,12,14,11,3.1,7.9,42.8,80.9,92,5,0,"15.0,  17.0,  12.0,  14.0,  11.0","3.1, 7.9,42.8,80.9,92.0",7,07/06/2017,39.15674462,13.47154508,39.15721282,13.47051607
ft20-S248-16,162342,2,7/6/17,23:35:48,298,600,11,9,11,9,7,6,3.1,11.1,15.8,25.3,82.5,5,0,"9.0,  11.0,   9.0,   7.0,   6.0","3.1,11.1,15.8,25.3,82.5",15,07/06/2017,39.20035433,13.49182073,39.20147434,13.49232792
ft20-S248-16,162342,2,7/7/17,4:21:30,250,840,75,20,37.5,65,75,19,3.1,12.6,30.1,47.6,65,5,0,"20.0,  37.5,  65.0,  75.0,  19.0","3.1,12.6,30.1,47.6,65.0",22,07/07/2017,39.22569578,13.50389611,39.22794761,13.50405647
ft20-S248-16,162342,2,7/7/17,4:45:40,154,1200,22,18,20,18,22,18,1.5,1.5,79.3,87.3,95.2,5,0,"18.0,  20.0,  18.0,  22.0,  18.0","1.5, 1.5,79.3,87.3,95.2",22,07/07/2017,39.2286178,13.50410419,39.2318347,13.50433327
ft20-S248-16,162342,2,7/7/17,5:10:14,146,1200,22,19,22,18,22,20,1.5,9.5,15.8,28.5,92,5,0,"19.0,  22.0,  18.0,  22.0,  20.0","1.5, 9.5,15.8,28.5,92.0",23,07/07/2017,39.23050193,13.50426104,39.21520577,13.50337483
ft20-S248-16,162342,2,7/7/17,5:30:40,146,1080,26,19,24,19,26,18,3.1,53.9,63.4,68.2,93.6,5,0,"19.0,  24.0,  19.0,  26.0,  18.0","3.1,53.9,63.4,68.2,93.6",23,07/07/2017,39.21334474,13.50326701,39.1995782,13.50246942
ft20-S248-16,162342,1,7/7/17,17:54:34,218,1320,32.5,24,32.5,30,20,30,1.5,14.2,60.3,66.6,80.9,5,0,"24.0,  32.5,  30.0,  20.0,  30.0","1.5,14.2,60.3,66.6,80.9",7,07/07/2017,39.20504032,13.53029783,39.20828163,13.54734869
ft20-S248-16,162342,1,7/7/17,18:07:12,20,540,35,22,24,35,28,26,7.9,19,36.5,44.4,74.6,5,0,"22.0,  24.0,  35.0,  28.0,  26.0","7.9,19.0,36.5,44.4,74.6",7,07/07/2017,39.20869248,13.54870039,39.20948079,13.54935006
ft20-S248-16,162342,1,7/7/17,18:35:48,112,1080,30,28,30,20,28,22,4.7,7.9,33.3,46,90.4,5,0,"28.0,  30.0,  20.0,  28.0,  22.0","4.7, 7.9,33.3,46.0,90.4",8,07/07/2017,39.21040925,13.55011523,39.21198588,13.55141457
ft20-S248-16,162342,1,7/7/17,18:55:40,120,1080,26,18,22,26,14,17,1.5,6.3,28.5,57.1,93.6,5,0,"18.0,  22.0,  26.0,  14.0,  17.0","1.5, 6.3,28.5,57.1,93.6",8,07/07/2017,39.21214939,13.55154931,39.21372602,13.55284866
ft20-S248-16,162342,2,7/8/17,1:42:30,306,30,5,4,4,4,5,4,11.1,23.8,36.5,49.2,61.9,5,0,"4.0,   4.0,   4.0,   5.0,   4.0","11.1,23.8,36.5,49.2,61.9",18,07/08/2017,39.21541835,13.54045786,39.21543405,13.54040296
ft20-S248-16,162342,1,7/8/17,5:17:24,124,1200,28,24,17,28,14,22,4.7,57.1,71.4,90.4,93.6,5,0,"24.0,  17.0,  28.0,  14.0,  22.0","4.7,57.1,71.4,90.4,93.6",23,07/08/2017,39.22038556,13.52915807,39.22058427,13.528956
ft20-S248-16,162342,1,7/8/17,5:41:28,120,1320,26,18,26,13,15,26,1.5,9.5,52.3,73,77.7,5,0,"18.0,  26.0,  13.0,  15.0,  26.0","1.5, 9.5,52.3,73.0,77.7",23,07/08/2017,39.22061837,13.52892541,39.22145431,13.52826128
ft20-S248-16,162342,2,7/8/17,7:48:38,210,720,28,20,15,26,28,24,4.7,33.3,46,68.2,77.7,5,0,"20.0,  15.0,  26.0,  28.0,  24.0","4.7,33.3,46.0,68.2,77.7",27,07/08/2017,39.23595577,13.52134674,39.23812147,13.52040398
ft20-S248-16,162342,2,7/8/17,8:06:08,24,840,37.5,26,26,37.5,26,28,9.5,31.7,52.3,61.9,77.7,5,0,"26.0,  26.0,  37.5,  26.0,  28.0","9.5,31.7,52.3,61.9,77.7",27,07/08/2017,39.23875313,13.52012901,39.24127978,13.51902912
ft20-S248-16,162342,1,7/8/17,15:12:28,16,960,32.5,30,30,24,30,28,4.7,42.8,50.7,55.5,88.8,5,0,"30.0,  30.0,  24.0,  30.0,  28.0","4.7,42.8,50.7,55.5,88.8",9,07/08/2017,39.26204798,13.55672941,39.26099266,13.55161374
ft20-S248-16,162342,1,7/8/17,16:00:08,16,960,32.5,28,24,30,32.5,28,6.3,15.8,20.6,42.8,90.4,5,0,"28.0,  24.0,  30.0,  32.5,  28.0","6.3,15.8,20.6,42.8,90.4",11,07/08/2017,39.25890401,13.54148898,39.25784869,13.53637332
ft20-S248-16,162342,1,7/9/17,2:51:44,306,80,5,4,4,5,4,4,9.5,23.8,28.5,53.9,69.8,5,0,"4.0,   4.0,   5.0,   4.0,   4.0","9.5,23.8,28.5,53.9,69.8",24,07/09/2017,39.28021566,13.53578921,39.28031155,13.53586426
ft20-S248-16,162342,1,7/9/17,7:10:02,194,1200,26,26,15,22,18,16,6.3,23.8,31.7,87.3,95.2,5,0,"26.0,  15.0,  22.0,  18.0,  16.0","6.3,23.8,31.7,87.3,95.2",30,07/09/2017,39.29554621,13.54579691,39.297557,13.54627848
ft20-S248-16,162342,1,7/9/17,7:27:16,218,840,22,20,22,17,22,17,3.1,14.2,22.2,25.3,92,5,0,"20.0,  22.0,  17.0,  22.0,  17.0","3.1,14.2,22.2,25.3,92.0",30,07/09/2017,39.29788208,13.54635634,39.29928964,13.54669344
ft20-S248-16,162342,1,7/9/17,8:09:16,20,960,32.5,32.5,24,30,17,30,9.5,17.4,52.3,63.4,79.3,5,0,"32.5,  24.0,  30.0,  17.0,  30.0","9.5,17.4,52.3,63.4,79.3",0,07/09/2017,39.30134719,13.54780644,39.30056018,13.55028798
ft20-S248-16,162342,1,7/9/17,14:11:16,20,840,40,30,30,35,40,28,6.3,39.6,44.4,57.1,80.9,5,0,"30.0,  30.0,  35.0,  40.0,  28.0","6.3,39.6,44.4,57.1,80.9",10,07/09/2017,39.30297872,13.57466258,39.3041056,13.57638524
ft20-S248-16,162342,1,7/9/17,14:35:36,16,840,50,32.5,42.5,37.5,50,15,6.3,12.6,52.3,58.7,95.2,5,0,"32.5,  42.5,  37.5,  50.0,  15.0","6.3,12.6,52.3,58.7,95.2",11,07/09/2017,39.30367468,13.57920706,39.30220195,13.58412161
ft20-S248-16,162342,1,7/9/17,18:18:18,178,720,26,20,26,18,24,19,3.1,22.2,39.6,55.5,87.3,5,0,"20.0,  26.0,  18.0,  24.0,  19.0","3.1,22.2,39.6,55.5,87.3",15,07/09/2017,39.31135614,13.55005861,39.31131919,13.54930824
ft20-S248-16,162342,1,7/9/17,18:37:16,138,960,28,24,28,15,20,20,4.7,39.6,58.7,73,88.8,5,0,"24.0,  28.0,  15.0,  20.0,  20.0","4.7,39.6,58.7,73.0,88.8",15,07/09/2017,39.31131005,13.54912274,39.31126077,13.54812225
ft20-S248-16,162342,2,7/9/17,18:56:26,178,960,20,16,20,15,20,13,3.1,7.9,14.2,22.2,92,5,0,"16.0,  20.0,  15.0,  20.0,  13.0","3.1, 7.9,14.2,22.2,92.0",16,07/09/2017,39.31125102,13.54792423,39.31120175,13.54692374
ft20-S248-16,162342,2,7/9/17,19:13:24,178,840,20,13,20,14,12,13,1.5,11.1,12.6,19,88.8,5,0,"13.0,  20.0,  14.0,  12.0,  13.0","1.5,11.1,12.6,19.0,88.8",16,07/09/2017,39.31119261,13.54673823,39.3111495,13.5458628
ft20-S248-16,162342,1,7/9/17,22:24:46,306,50,4,4,4,4,4,4,41.2,55.5,63.4,77.7,84.1,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","41.2,55.5,63.4,77.7,84.1",24,07/09/2017,39.33431005,13.54105893,39.33431948,13.54102007
ft20-S248-16,162342,1,7/9/17,23:12:56,298,420,7,5,6,7,5,5,1.5,3.1,11.1,25.3,71.4,5,0,"5.0,   6.0,   7.0,   5.0,   5.0","1.5, 3.1,11.1,25.3,71.4",26,07/09/2017,39.33478512,13.53910024,39.33486429,13.5387738
ft20-S248-16,162342,1,7/12/17,3:29:18,138,600,19,14,18,16,19,15,3.1,6.3,22.2,38,84.1,5,0,"14.0,  18.0,  16.0,  19.0,  15.0","3.1, 6.3,22.2,38.0,84.1",0,07/12/2017,39.40948871,13.54330227,39.40937883,13.54230467
ft20-S248-16,162342,1,7/12/17,3:43:36,104,720,22,16,22,17,15,20,3.1,14.2,17.4,53.9,84.1,5,0,"16.0,  22.0,  17.0,  15.0,  20.0","3.1,14.2,17.4,53.9,84.1",0,07/12/2017,39.40935356,13.54207523,39.40922171,13.54087812
ft20-S248-16,162342,1,7/12/17,6:59:54,162,720,17,17,12,16,11,16,4.7,65,77.7,84.1,88.8,5,0,"17.0,  12.0,  16.0,  11.0,  16.0","4.7,65.0,77.7,84.1,88.8",7,07/12/2017,39.41190782,13.53600532,39.41162745,13.53663702
ft20-S248-16,162342,1,7/12/17,7:14:36,218,720,20,16,17,11,20,16,3.1,50.7,65,80.9,90.4,5,0,"16.0,  17.0,  11.0,  20.0,  16.0","3.1,50.7,65.0,80.9,90.4",7,07/12/2017,39.41156437,13.53677916,39.411284,13.53741086
ft20-S248-16,162342,1,7/12/17,11:17:16,20,720,37.5,30,37.5,30,32.5,14,6.3,38,55.5,79.3,87.3,5,0,"30.0,  37.5,  30.0,  32.5,  14.0","6.3,38.0,55.5,79.3,87.3",16,07/12/2017,39.42980653,13.53788292,39.43031149,13.53861901
ft20-S248-16,162342,1,7/12/17,12:21:32,124,600,35,32.5,35,30,26,12,9.5,28.5,76.1,80.9,88.8,5,0,"32.5,  35.0,  30.0,  26.0,  12.0","9.5,28.5,76.1,80.9,88.8",19,07/12/2017,39.43259499,13.54194775,39.43301579,13.54256116
ft20-S248-16,162342,1,7/12/17,15:23:10,28,30,8,7,8,8,6,5,20.6,42.8,53.9,65,76.1,5,0,"7.0,   8.0,   8.0,   6.0,   5.0","20.6,42.8,53.9,65.0,76.1",27,07/12/2017,39.41976577,13.55835124,39.41976753,13.55825324
ft20-S248-16,162342,1,7/13/17,8:14:00,290,720,35,22,32.5,20,35,28,6.3,20.6,36.5,63.4,77.7,5,0,"22.0,  32.5,  20.0,  35.0,  28.0","6.3,20.6,36.5,63.4,77.7",30,07/13/2017,39.40096406,13.49165537,39.4010812,13.48987715
ft20-S248-16,162342,1,7/13/17,11:32:00,274,1080,42.5,40,40,30,42.5,30,9.5,22.2,31.7,53.9,90.4,5,0,"40.0,  40.0,  30.0,  42.5,  30.0","9.5,22.2,31.7,53.9,90.4",3,07/13/2017,39.38641332,13.46145376,39.38540506,13.46059592
ft20-S248-16,162342,1,7/13/17,11:55:28,178,960,45,32.5,45,30,37.5,32.5,6.3,14.2,33.3,77.7,85.7,5,0,"32.5,  45.0,  30.0,  37.5,  32.5","6.3,14.2,33.3,77.7,85.7",4,07/13/2017,39.38498682,13.46024008,39.38409059,13.45947756
ft20-S248-16,162342,1,7/13/17,22:44:10,282,300,11,9,11,10,8,4,7.9,17.4,47.6,65,79.3,5,0,"9.0,  11.0,  10.0,   8.0,   4.0","7.9,17.4,47.6,65.0,79.3",22,07/13/2017,39.37393492,13.38919624,39.3735357,13.38874213
ft20-S248-16,162342,1,7/13/17,22:55:52,250,420,13,10,12,13,11,8,3.1,7.9,38,63.4,73,5,0,"10.0,  12.0,  13.0,  11.0,   8.0","3.1, 7.9,38.0,63.4,73.0",22,07/13/2017,39.37316043,13.38831527,39.37260152,13.38767952
ft20-S248-16,162342,1,7/14/17,1:54:52,306,180,6,5,5,6,5,4,3.1,6.3,14.2,30.1,49.2,5,0,"5.0,   5.0,   6.0,   5.0,   4.0","3.1, 6.3,14.2,30.1,49.2",2,07/14/2017,39.35857604,13.37175387,39.35840087,13.37162092
ft20-S248-16,162342,1,7/14/17,8:14:20,88,720,35,26,32.5,30,35,30,6.3,17.4,41.2,60.3,80.9,5,0,"26.0,  32.5,  30.0,  35.0,  30.0","6.3,17.4,41.2,60.3,80.9",15,07/14/2017,39.34348883,13.34947123,39.34047733,13.34701982
ft20-S248-16,162342,1,7/14/17,11:12:08,44,540,37.5,35,37.5,32.5,14,11,17.4,28.5,42.8,58.7,84.1,5,0,"35.0,  37.5,  32.5,  14.0,  11.0","17.4,28.5,42.8,58.7,84.1",19,07/14/2017,39.3102057,13.31821791,39.30888564,13.3168204
ft20-S248-16,162342,1,7/14/17,18:52:50,130,840,24,15,13,24,12,14,1.5,38,53.9,68.2,95.2,5,0,"15.0,  13.0,  24.0,  12.0,  14.0","1.5,38.0,53.9,68.2,95.2",24,07/14/2017,39.25333668,13.29158909,39.25376133,13.29456956
ft20-S248-16,162342,1,7/14/17,19:09:00,306,840,16,16,12,16,10,11,3.1,6.3,17.4,57.1,79.3,5,0,"16.0,  12.0,  16.0,  10.0,  11.0","3.1, 6.3,17.4,57.1,79.3",24,07/14/2017,39.25382705,13.29503083,39.25425169,13.2980113
ft20-S248-16,162342,1,7/14/17,21:49:08,306,300,5,5,5,4,4,4,1.5,4.7,14.2,52.3,57.1,5,0,"5.0,   5.0,   4.0,   4.0,   4.0","1.5, 4.7,14.2,52.3,57.1",28,07/14/2017,39.24510409,13.27414921,39.24489306,13.27388321
ft20-S248-16,162342,1,7/14/17,22:20:12,306,300,6,6,4,4,4,4,9.5,22.2,28.5,69.8,82.5,5,0,"6.0,   4.0,   4.0,   4.0,   4.0","9.5,22.2,28.5,69.8,82.5",30,07/14/2017,39.24379289,13.27249645,39.24358185,13.27223045
ft20-S248-16,162342,1,7/15/17,0:14:04,298,600,8,7,8,6,5,5,1.5,6.3,14.2,20.6,71.4,5,0,"7.0,   8.0,   6.0,   5.0,   5.0","1.5, 6.3,14.2,20.6,71.4",4,07/15/2017,39.23919803,13.26670469,39.23877597,13.26617268
ft20-S248-16,162342,1,7/15/17,0:34:44,298,600,6,6,6,5,6,5,1.5,3.1,7.9,41.2,50.7,5,0,"6.0,   6.0,   5.0,   6.0,   5.0","1.5, 3.1, 7.9,41.2,50.7",5,07/15/2017,39.23832577,13.26560521,39.23790371,13.26507321
ft20-S248-16,162342,2,7/15/17,6:47:22,138,1200,17,13,17,12,13,12,1.5,31.7,34.9,92,96.8,5,0,"13.0,  17.0,  12.0,  13.0,  12.0","1.5,31.7,34.9,92.0,96.8",12,07/15/2017,39.21132246,13.25513862,39.20984415,13.25256765
ft20-S248-16,162342,2,7/15/17,7:01:40,194,720,16,15,11,16,9,15,11.1,50.7,58.7,87.3,92,5,0,"15.0,  11.0,  16.0,   9.0,  15.0","11.1,50.7,58.7,87.3,92.0",12,07/15/2017,39.20967415,13.25227199,39.20878716,13.25072941
ft20-S248-16,162342,1,7/15/17,13:14:52,24,1200,47.5,30,47.5,19,30,24,4.7,11.1,30.1,74.6,85.7,5,0,"30.0,  47.5,  19.0,  30.0,  24.0","4.7,11.1,30.1,74.6,85.7",18,07/15/2017,39.17999807,13.24273379,39.18042787,13.2458172
ft20-S248-16,162342,1,7/15/17,16:35:14,186,840,30,22,18,30,19,20,7.9,26.9,41.2,58.7,88.8,5,0,"22.0,  18.0,  30.0,  19.0,  20.0","7.9,26.9,41.2,58.7,88.8",23,07/15/2017,39.17361582,13.26275722,39.17268827,13.26407524
ft20-S248-16,162342,1,7/15/17,17:04:20,202,1560,32.5,32.5,17,14,26,20,6.3,19,79.3,87.3,95.2,5,0,"32.5,  17.0,  14.0,  26.0,  20.0","6.3,19.0,79.3,87.3,95.2",23,07/15/2017,39.17248289,13.26436709,39.1707603,13.26681485
ft20-S248-16,162342,1,7/15/17,17:35:04,124,1560,24,22,16,24,14,18,1.5,9.5,12.6,39.6,87.3,5,0,"22.0,  16.0,  24.0,  14.0,  18.0","1.5, 9.5,12.6,39.6,87.3",24,07/15/2017,39.17021804,13.26674036,39.16634661,13.26430036
ft20-S248-16,162342,1,7/15/17,17:53:08,130,960,20,20,12,18,13,14,4.7,17.4,39.6,47.6,92,5,0,"20.0,  12.0,  18.0,  13.0,  14.0","4.7,17.4,39.6,47.6,92.0",24,07/15/2017,39.16603888,13.26410641,39.16365647,13.26260487
ft20-S248-16,162342,1,7/15/17,18:18:48,116,1320,19,14,13,19,11,13,1.5,26.9,28.5,36.5,93.6,5,0,"14.0,  13.0,  19.0,  11.0,  13.0","1.5,26.9,28.5,36.5,93.6",25,07/15/2017,39.16311049,13.26226077,39.15983467,13.26019615
ft20-S248-16,162342,1,7/15/17,18:36:44,100,960,20,20,10,18,10,13,7.9,34.9,74.6,82.5,95.2,5,0,"20.0,  10.0,  18.0,  10.0,  13.0","7.9,34.9,74.6,82.5,95.2",25,07/15/2017,39.15954679,13.26001472,39.15716438,13.25851318
ft20-S248-16,162342,1,7/15/17,19:34:04,298,960,16,15,16,12,10,8,3.1,6.3,63.4,65,90.4,5,0,"15.0,  16.0,  12.0,  10.0,   8.0","3.1, 6.3,63.4,65.0,90.4",27,07/15/2017,39.15925569,13.25108784,39.1601096,13.24819443
ft20-S248-16,162342,1,7/16/17,5:20:22,170,840,20,16,20,11,18,16,4.7,20.6,38,53.9,82.5,5,0,"16.0,  20.0,  11.0,  18.0,  16.0","4.7,20.6,38.0,53.9,82.5",7,07/16/2017,39.12918238,13.21202561,39.13117842,13.21711778
ft20-S248-16,162342,1,7/16/17,5:35:12,108,720,19,14,12,19,14,16,4.7,73,84.1,88.8,92,5,0,"14.0,  12.0,  19.0,  14.0,  16.0","4.7,73.0,84.1,88.8,92.0",7,07/16/2017,39.13147942,13.21762743,39.13246354,13.21831517
ft20-S248-16,162342,1,7/21/17,5:00:54,202,600,32.5,24,32.5,30,17,22,7.9,22.2,39.6,44.4,77.7,5,0,"24.0,  32.5,  30.0,  17.0,  22.0","7.9,22.2,39.6,44.4,77.7",0,07/21/2017,39.14899078,13.27034039,39.14955907,13.26912454
ft20-S248-16,162342,1,7/21/17,5:18:16,146,840,32.5,32.5,19,20,30,26,9.5,26.9,46,57.1,85.7,5,0,"32.5,  19.0,  20.0,  30.0,  26.0","9.5,26.9,46.0,57.1,85.7",0,07/21/2017,39.14955098,13.26912951,39.14876632,13.27071055
ft20-S248-16,162342,1,7/21/17,6:13:12,290,840,40,35,28,37.5,40,30,12.6,26.9,33.3,65,82.5,5,0,"35.0,  28.0,  37.5,  40.0,  30.0","12.6,26.9,33.3,65.0,82.5",2,07/21/2017,39.14647211,13.27533321,39.14568745,13.27691425
ft20-S248-16,162342,1,7/21/17,7:00:10,138,1080,67.5,60,67.5,55,20,17,14.2,20.6,36.5,44.4,95.2,5,0,"60.0,  67.5,  55.0,  20.0,  17.0","14.2,20.6,36.5,44.4,95.2",4,07/21/2017,39.14511159,13.28183093,39.14628616,13.28139296
ft20-S248-16,162342,1,7/21/17,7:14:28,138,720,20,16,18,14,20,18,3.1,7.9,47.6,50.7,90.4,5,0,"16.0,  18.0,  14.0,  20.0,  18.0","3.1, 7.9,47.6,50.7,90.4",4,07/21/2017,39.14643624,13.281337,39.14721928,13.28104501
ft20-S248-16,162342,1,7/23/17,3:44:30,154,720,16,15,16,13,14,10,4.7,7.9,14.2,65,88.8,5,0,"15.0,  16.0,  13.0,  14.0,  10.0","4.7, 7.9,14.2,65.0,88.8",11,07/23/2017,39.21915444,13.57402473,39.22052157,13.57299283
ft20-S248-16,162342,1,7/23/17,4:09:04,298,1320,19,15,19,12,18,13,1.5,4.7,50.7,68.2,92,5,0,"15.0,  19.0,  12.0,  18.0,  13.0","1.5, 4.7,50.7,68.2,92.0",11,07/23/2017,39.22081398,13.57277211,39.22332038,13.57088029
ft20-S248-16,162342,1,7/24/17,6:55:20,20,1440,85,80,70,85,80,19,12.6,34.9,50.7,77.7,87.3,5,0,"80.0,  70.0,  85.0,  80.0,  19.0","12.6,34.9,50.7,77.7,87.3",29,07/24/2017,39.28869064,13.6914692,39.28833949,13.6942096
ft20-S248-16,162342,2,7/24/17,7:35:30,234,1800,80,72.5,50,77.5,80,16,9.5,23.8,31.7,55.5,76.1,5,0,"72.5,  50.0,  77.5,  80.0,  16.0","9.5,23.8,31.7,55.5,76.1",30,07/24/2017,39.28928545,13.69467933,39.29578481,13.69372437
ft20-S250-16,162343,1,6/21/17,14:32:16,100,180,6,5,6,6,4,4,14.2,20.6,28.5,63.4,85.7,5,0,"5.0,   6.0,   6.0,   4.0,   4.0","14.2,20.6,28.5,63.4,85.7",24,06/21/2017,38.76720393,13.06422687,38.76737608,13.06379581
ft20-S250-16,162343,1,6/22/17,11:27:40,16,840,30,28,30,22,11,14,6.3,9.5,20.6,82.5,90.4,5,0,"28.0,  30.0,  22.0,  11.0,  14.0","6.3, 9.5,20.6,82.5,90.4",24,06/22/2017,38.87629607,12.99791838,38.87797425,12.9957399
ft20-S250-16,162343,1,6/23/17,16:20:40,290,720,15,14,6,15,4,10,4.7,44.4,50.7,77.7,88.8,5,0,"14.0,   6.0,  15.0,   4.0,  10.0","4.7,44.4,50.7,77.7,88.8",30,06/23/2017,38.984507,12.87775438,38.98613736,12.87732595
ft20-S250-16,162343,1,6/23/17,16:28:18,170,100,6,5,6,4,6,6,6.3,20.6,47.6,61.9,73,5,0,"5.0,   6.0,   4.0,   6.0,   6.0","6.3,20.6,47.6,61.9,73.0",31,06/23/2017,38.98660347,12.87583484,38.98673091,12.87540807
ft20-S250-16,162343,1,6/23/17,16:34:08,298,180,12,11,11,8,12,8,25.3,38,53.9,65,90.4,5,0,"11.0,  11.0,   8.0,  12.0,   8.0","25.3,38.0,53.9,65.0,90.4",31,06/23/2017,38.98694755,12.87468256,38.98717693,12.87391437
ft20-S250-16,162343,1,6/24/17,4:29:44,96,960,40,22,19,40,20,28,3.1,11.1,39.6,50.7,71.4,5,0,"22.0,  19.0,  40.0,  20.0,  28.0","3.1,11.1,39.6,50.7,71.4",9,06/24/2017,39.0117745,12.80388344,39.0122545,12.80128789
ft20-S248-16,162342,1,7/16/17,17:18:22,178,1080,26,13,26,13,19,14,1.5,9.5,61.9,80.9,95.2,5,0,"13.0,  26.0,  13.0,  19.0,  14.0","1.5, 9.5,61.9,80.9,95.2",27,07/16/2017,39.12369232,13.2049444,39.12298368,13.20538288
ft20-S248-16,162342,1,7/16/17,17:35:20,162,840,20,20,14,17,11,14,6.3,11.1,76.1,90.4,95.2,5,0,"20.0,  14.0,  17.0,  11.0,  14.0","6.3,11.1,76.1,90.4,95.2",27,07/16/2017,39.12286689,13.20545515,39.12231572,13.20579619
ft20-S248-16,162342,1,7/16/17,17:53:14,210,720,20,15,12,20,11,15,3.1,71.4,79.3,85.7,92,5,0,"15.0,  12.0,  20.0,  11.0,  15.0","3.1,71.4,79.3,85.7,92.0",28,07/16/2017,39.12208345,13.20593992,39.12161102,13.20623224
